"Gene_id","A02","A03","A04","A05","A06","A07","A09","A10","B01","B02","B03","B04","B05","B06","B07","B09","B10","C01","C02","C03","C04","C05","C07","C09","C10","D01","D02","D04","D05","D06","D07","D09","D10","E01","E02","E03","E05","E07","E09","E10","F01","F02","F03","F04","F05","F06","F07","F09","G01","G02","G03","G05","G06","G07","G09","G10","H01","H02","H03","H09","H10"
"ENSMUSG00000012443",195,599,0,664,99,1683,88,1485,291,644,1518,1166,1641,0,317,276,0,1121,565,0,2185,629,756,454,2417,52,1768,1191,320,0,0,76,256,27,1126,1357,937,279,893,363,0,0,401,476,1712,2,1341,0,1332,0,0,776,292,1218,0,0,1431,0,3158,1055,1238
"ENSMUSG00000021938",2387,1940,1353,4052,467,42,3386,2595,1373,754,397,449,34,961,998,147,0,1642,6,183,1143,495,520,281,1267,575,476,1889,34,723,380,250,1188,0,953,1723,3692,919,93,1121,0,563,1040,659,1271,419,441,1445,418,366,1497,879,184,933,465,1399,2577,2023,1042,698,0
"ENSMUSG00000022257",3738,1494,0,1718,1354,203,3819,1218,1337,806,2237,365,203,370,259,921,197,905,1,294,242,356,0,2024,1365,273,488,906,40,642,446,1098,885,0,1237,539,147,1187,0,853,0,307,426,701,96,304,268,208,1214,245,633,41,392,857,1242,537,434,899,950,1259,609
"ENSMUSG00000027006",737,3334,979,480,150,1201,1216,1014,1040,641,1229,71,140,2110,19,880,172,809,978,598,458,393,910,808,381,286,510,213,1,330,138,345,405,0,759,452,0,1091,316,839,1153,1304,2798,306,1079,0,0,2802,580,1955,1454,1299,0,701,500,202,329,1110,866,410,0
"ENSMUSG00000032324",1701,688,2921,1240,594,362,625,1773,0,1309,923,749,0,454,130,49,0,1614,101,2217,116,102,318,1947,324,518,835,2912,0,1289,1033,789,42,0,1228,1375,197,909,700,800,111,31,752,1127,1191,108,366,271,1038,2278,2038,2014,283,1043,3962,744,521,1376,486,797,0
"ENSMUSG00000026526",0,2430,800,703,1397,435,2642,1548,1709,1155,396,1650,674,196,484,369,1,605,483,740,466,541,290,3,497,492,151,0,709,954,284,561,739,622,3162,3165,830,1003,0,318,8,1782,32,623,185,2,97,925,448,1440,1053,1552,1416,933,0,1266,0,1716,338,1913,696
"ENSMUSG00000022337",0,2710,941,382,135,595,1035,441,878,0,496,27,5,0,463,11,1167,186,494,1587,729,667,111,689,670,950,1309,887,249,415,0,0,354,0,109,698,0,611,489,228,3268,438,0,22,306,37,150,277,601,711,346,0,582,840,255,74,1371,363,531,155,1260
"ENSMUSG00000020029",375,2712,642,708,114,1058,96,155,42,199,1084,0,46,797,428,91,2,91,152,452,781,383,41,455,3,158,174,652,487,223,557,321,103,33,610,317,0,429,176,221,0,1083,113,84,312,0,295,14,270,191,4270,947,717,1136,435,90,251,519,1994,458,4
"ENSMUSG00000015647",1090,1356,112,1156,528,699,2597,32,392,1331,4063,366,304,1253,1512,0,272,282,0,2436,105,1,1279,289,1458,203,1253,1793,0,1365,278,18,161,117,1015,268,420,696,2297,479,24,772,900,1676,1344,74,239,647,324,1780,529,602,775,677,1830,273,218,735,2078,730,0
"ENSMUSG00000033737",370,4789,1341,1108,946,379,2821,745,345,1056,2081,591,0,890,226,0,0,1302,0,61,908,0,3,1141,529,1498,0,1081,0,276,0,374,2,0,1525,302,1162,875,0,262,0,754,284,763,188,452,0,1285,1959,832,0,140,858,328,175,1102,1104,1466,0,523,0
"ENSMUSG00000027808",1633,455,489,1338,609,553,1563,1242,1724,2443,384,569,0,602,140,2299,515,1017,595,267,824,1055,66,136,1502,1591,310,338,784,55,197,430,93,55,1815,792,314,522,361,491,703,1124,240,253,679,154,278,51,2767,526,1212,793,68,1074,0,1534,2987,1600,0,984,1839
"ENSMUSG00000060147",4338,905,683,1432,782,316,1110,3415,384,986,772,321,0,99,497,719,1106,645,432,1319,671,192,312,306,793,585,0,2328,113,0,147,390,289,0,566,1031,854,398,29,80,0,749,949,202,557,469,5,35,702,396,5143,2223,636,617,147,969,135,163,893,913,58
"ENSMUSG00000019851",1431,16,717,1151,98,354,1032,758,294,513,1543,59,0,468,0,0,622,185,349,1527,382,0,0,679,428,503,113,1184,0,108,493,1157,29,0,978,112,196,1376,0,557,0,1330,140,359,117,86,0,279,247,1053,1421,1435,1663,2196,20,4147,1226,66,16,1262,0
"ENSMUSG00000003062",1974,1578,1078,1711,1330,486,1685,2667,1011,1409,574,1429,2,178,7,733,3292,1408,711,700,1062,707,1568,873,379,850,1612,2102,773,723,314,852,1106,2593,1605,975,351,95,19,306,343,1350,0,611,503,0,390,521,1323,0,367,634,2028,1577,1420,964,1478,837,1724,1159,1235
"ENSMUSG00000032279",308,469,995,2696,1464,726,612,1046,1575,570,627,1155,830,213,135,193,0,3719,1378,1351,343,1773,81,557,1175,638,1704,1067,383,848,329,358,1312,1,352,388,779,1140,642,699,0,114,1206,408,602,2250,202,0,9,182,171,390,18,765,0,1675,117,3203,968,696,983
"ENSMUSG00000065999",0,2260,15,72,116,9,13,112,737,685,949,478,1205,1034,1912,541,4461,958,2063,0,768,3633,1974,594,325,737,29,467,891,585,2,270,585,1453,177,598,116,129,1565,19,3811,103,82,168,34,290,778,464,2077,125,8,619,1133,763,306,203,31,757,669,5,925
"ENSMUSG00000072944",0,0,605,0,0,628,1309,769,0,332,1046,5,9,719,0,635,4291,748,779,0,38,293,0,54,16,78,0,896,159,1,0,260,0,895,0,0,0,54,0,560,0,0,1388,733,270,0,55,6,661,0,0,616,1348,2947,0,1278,0,0,5,617,0
"ENSMUSG00000030096",3687,130,1280,1426,1382,1969,1385,2598,196,941,2773,548,68,17,337,770,109,1121,828,1915,177,219,641,226,514,400,201,2723,51,69,843,616,124,1153,470,1947,7,1304,18,274,0,693,1110,1587,1754,294,923,82,88,1380,1818,2181,846,7,2167,718,1119,1127,484,807,1180
"ENSMUSG00000040651",0,93,0,0,1376,56,1,585,137,421,396,157,782,33,378,1411,4590,680,541,259,456,707,1782,317,513,43,541,268,502,394,2,360,466,122,538,859,77,75,305,203,45,867,225,820,758,84,503,1040,111,1004,84,336,1121,64,369,0,101,659,541,623,918
"ENSMUSG00000030741",1438,1340,3071,1304,3,322,2555,1256,1744,1288,2393,8,682,874,2013,183,0,762,5,294,1504,0,1141,2610,450,242,19,772,1140,96,569,1213,788,443,13,449,221,1079,957,1186,13,853,966,1090,1182,2107,215,1558,931,755,817,719,506,654,1154,291,3,1746,1368,732,106
"ENSMUSG00000022425",0,0,1461,0,111,200,0,7,1816,0,0,1954,0,2784,1202,0,31,0,661,0,3697,0,0,1186,26,2,0,0,0,0,0,0,856,0,0,1121,2525,0,632,0,0,0,209,0,0,0,0,18,0,0,0,0,36,0,0,0,0,2226,0,0,0
"ENSMUSG00000027820",1282,2350,928,1454,536,491,2789,3544,0,1228,892,0,578,0,25,765,0,147,0,914,541,605,77,508,2644,1584,853,112,725,701,302,1079,912,238,642,0,115,1160,0,1192,0,467,639,443,460,101,67,2272,1273,2395,0,1751,572,1189,0,1874,1125,0,0,850,13
"ENSMUSG00000057421",1034,394,3123,1592,1225,650,2171,1280,1446,2158,391,1124,188,1153,1046,648,0,1628,792,682,810,1304,1348,3020,1088,2418,159,2514,1271,112,374,666,523,371,1548,441,125,1875,332,600,645,166,208,810,516,644,815,149,967,1429,0,142,96,144,0,460,1346,227,957,424,0
"ENSMUSG00000004393",1141,1019,1428,3584,581,304,1546,237,0,604,521,1175,277,112,857,987,2087,2503,681,622,812,734,375,241,223,0,536,1813,641,0,309,0,661,0,350,1279,2020,482,1220,617,878,73,2315,298,339,0,0,472,220,1031,1307,422,1320,1036,0,223,0,337,1547,1608,2660
"ENSMUSG00000000001",2268,769,1633,723,1629,1293,2635,1793,1010,539,470,314,397,719,1203,186,0,1322,115,1302,576,230,112,2030,1337,2188,748,2527,117,478,605,436,1545,0,2225,250,591,642,0,1417,0,1456,1647,1100,1288,118,743,697,1932,2993,2733,1656,11,2634,985,1122,1090,593,1520,1328,0
"ENSMUSG00000021913",0,38,239,0,698,1,2789,1421,0,0,93,464,0,55,91,951,0,0,652,618,107,0,0,1995,156,82,0,3038,0,32,0,399,1272,0,0,1002,888,371,729,0,0,0,4174,0,263,0,0,0,0,33,0,0,514,218,631,630,0,0,0,964,687
"ENSMUSG00000024659",2632,0,0,666,189,651,1132,993,693,0,188,0,0,0,0,0,0,0,0,189,330,1,30,0,0,0,0,0,0,451,0,160,0,0,0,0,0,1656,4,0,0,3,0,0,0,0,0,0,0,3096,3985,0,0,2292,0,1146,0,0,0,0,0
"ENSMUSG00000032374",1581,699,1146,1086,110,288,971,414,1593,1748,2296,507,0,246,183,0,60,388,325,0,266,48,442,456,526,303,0,1305,0,3,397,174,2087,1049,222,1612,530,180,578,485,1111,7,389,22,267,4,130,253,580,219,642,1564,1025,316,144,2418,575,1923,0,1972,0
"ENSMUSG00000026473",384,1014,2875,1370,790,90,739,0,579,93,464,2174,227,110,285,758,260,350,3216,924,1342,2343,982,1287,51,207,467,1091,483,189,519,538,790,818,439,535,567,299,131,195,2,649,100,506,877,0,1737,528,38,3,658,716,3,271,140,44,0,322,1137,0,201
"ENSMUSG00000041638",2509,1650,1079,1183,1690,1569,1043,2364,139,682,3296,79,257,980,809,1264,1,2981,357,995,2813,179,829,0,559,372,117,1363,65,1133,704,524,1143,297,2026,3113,194,322,1316,1156,0,1348,2446,94,453,1486,1099,225,356,1004,0,1080,1079,2073,1329,526,619,2124,1242,154,210
"ENSMUSG00000018569",534,707,814,1022,1,416,1319,326,34,679,1798,18,0,79,110,213,0,55,2,430,143,0,0,93,887,912,175,677,0,30,48,979,1000,0,424,939,0,726,1,660,0,485,0,1394,294,528,0,84,488,50,4901,1231,724,997,2281,1088,796,160,0,325,2
"ENSMUSG00000041840",1250,1194,636,642,316,260,1961,1521,1476,1093,857,0,1286,0,112,436,4220,1483,253,555,325,1690,203,797,169,0,521,1259,134,186,4,459,142,929,0,258,237,416,1176,238,2815,193,828,237,0,0,89,0,1120,81,0,0,1054,235,666,332,425,1380,1481,1016,517
"ENSMUSG00000001435",1326,1651,705,0,435,469,653,19,0,1114,167,920,1596,33,676,32,0,369,84,0,1388,20,1431,22,976,1039,14,1707,25,610,7,408,3747,692,47,1544,171,202,18,697,1,44,192,375,1888,1,131,1037,66,662,0,0,1020,188,503,0,218,364,4278,406,547
"ENSMUSG00000074867",0,692,34,402,20,0,50,85,1356,316,99,1226,533,211,1381,644,58,3,2204,0,134,1638,640,34,61,0,0,0,245,0,0,766,100,4382,179,21,613,424,822,23,3275,4,12,663,85,0,0,1666,22,1420,0,0,0,1660,4,1,11,546,38,75,0
"ENSMUSG00000024456",0,416,1826,638,316,326,1449,1005,158,314,1455,714,2100,7,55,1544,1821,63,1305,21,390,588,636,70,710,359,98,815,454,81,24,0,889,317,417,450,0,284,99,285,235,0,392,310,300,0,107,224,498,0,282,1174,179,643,753,2,1688,0,4246,63,570
"ENSMUSG00000002319",8,108,7,298,1374,1737,180,639,564,1512,563,339,0,853,84,429,1047,370,847,112,1289,1538,1068,365,22,823,1165,5,1727,772,514,1621,1899,0,24,1457,927,220,1994,371,0,679,3171,917,1343,1415,213,2321,397,1165,36,150,813,59,57,931,5,220,424,134,15
"ENSMUSG00000032580",132,1718,2513,317,495,1253,1492,372,261,1304,1158,3343,53,1272,1217,229,870,920,131,1166,845,419,184,368,1042,43,1585,2,124,428,488,195,5,132,88,1113,0,74,0,37,142,0,728,276,548,764,756,1424,1142,1706,1099,1219,533,297,1767,379,2768,1521,2140,1635,20
"ENSMUSG00000038816",342,0,0,0,384,538,1351,225,37,0,635,15,1221,5,22,1541,2737,0,0,1211,0,0,790,0,220,105,44,18,25,524,69,123,42,2447,106,153,3,0,190,264,0,13,0,90,59,383,33,0,224,19,190,2020,0,34,567,147,2677,0,1848,4,0
"ENSMUSG00000053801",991,617,2212,396,2104,272,2876,842,2083,1508,1800,871,0,656,1109,0,0,2257,996,601,294,541,2230,0,80,1904,604,909,74,640,908,610,1146,570,985,639,537,922,595,424,121,1406,0,721,798,141,345,892,665,326,0,414,426,2403,31,441,0,0,951,198,275
"ENSMUSG00000032946",0,240,0,0,0,17,50,19,68,80,0,0,17,0,164,623,4433,0,0,0,1,104,13,0,56,0,0,0,33,141,0,0,0,149,0,0,232,0,0,0,0,45,5,55,0,0,43,0,253,157,0,0,0,178,200,0,0,0,0,0,98
"ENSMUSG00000028249",1776,31,1654,1,398,1271,1515,863,2210,641,1192,687,405,60,0,556,7,55,395,1743,156,604,184,0,1892,15,514,95,4,508,649,757,205,13,509,922,115,340,356,51,1646,392,1203,15,791,122,1586,689,497,439,1690,36,95,1612,3066,533,692,436,792,1253,0
"ENSMUSG00000030269",208,0,2710,602,977,275,161,1596,62,298,0,770,246,462,315,3,0,741,993,0,1149,142,693,145,411,0,7,0,895,22,294,622,82,1883,0,0,1581,592,2068,1066,0,0,1792,684,30,2159,14,312,39,71,982,812,233,17,1717,596,0,0,2038,0,1344
"ENSMUSG00000022779",0,168,0,903,915,38,2631,1036,106,160,421,222,0,376,519,0,9,468,395,446,728,34,420,639,559,22,42,4148,154,0,18,342,0,1401,0,766,2,0,158,166,4,0,952,241,1002,0,3,335,122,7,438,359,475,733,1925,19,385,1193,388,53,930
"ENSMUSG00000072082",19,140,453,314,430,0,1681,351,908,1246,4100,219,2865,0,197,329,2,1,721,770,1697,1420,1215,450,868,716,570,10,136,0,0,348,766,557,1,389,1444,227,317,95,0,419,1709,322,1,707,502,717,532,0,0,312,676,911,0,0,149,1259,0,5,78
"ENSMUSG00000050244",1226,1563,2407,2526,2006,1192,1143,1500,1748,1141,37,1594,949,541,892,1596,929,1122,1456,1338,1794,1111,11,495,1151,737,606,0,1037,916,453,288,399,929,2084,594,164,729,3191,948,1427,336,1,2544,247,2693,2079,1023,783,553,0,1377,0,258,1816,9,1727,707,414,1908,1634
"ENSMUSG00000020952",0,898,1888,1519,232,262,911,746,1608,8,475,1028,106,184,286,881,1460,1278,1267,1375,433,635,530,1430,313,1173,454,2989,0,70,452,176,349,301,390,799,77,651,257,224,790,103,1014,652,1314,0,357,1731,1302,0,1450,2921,65,1280,555,871,3029,1334,821,2423,573
"ENSMUSG00000023169",119,411,1737,821,333,1640,452,710,574,534,918,954,1307,2042,704,951,0,1601,42,1757,816,0,568,893,1706,392,1501,2350,450,79,114,118,599,112,552,968,306,387,37,468,289,48,47,649,5,498,557,854,714,769,1823,59,0,1629,971,75,401,668,0,1297,86
"ENSMUSG00000000125",346,146,1098,4094,0,80,2702,283,0,208,1446,101,0,134,0,0,0,470,0,1714,4,0,0,144,227,555,1325,878,0,2,532,332,0,0,390,149,19,124,0,687,0,98,888,371,1727,16,6,500,350,0,10,1192,177,474,2004,932,670,0,0,834,292
"ENSMUSG00000069045",1323,396,0,0,280,362,4,3980,171,748,1107,335,1197,602,48,44,27,1623,0,0,0,1171,287,885,1671,406,96,676,564,202,0,0,0,2340,0,16,357,520,919,688,571,482,92,492,2701,0,1117,658,1218,1995,58,387,2,2,2960,441,1426,0,1793,2164,236
"ENSMUSG00000025758",811,673,1097,207,900,1001,514,821,646,323,3557,492,784,7,217,0,1258,45,1657,509,223,21,157,12,1767,205,319,696,0,162,0,641,0,0,508,559,2,108,7,4,1089,606,2213,67,1061,0,509,88,498,941,790,1672,2,839,15,0,3766,1234,1974,232,445
"ENSMUSG00000033769",216,283,702,620,33,821,260,1090,25,5,337,178,0,0,672,0,0,754,163,504,145,47,478,108,664,148,214,97,0,38,243,35,1298,52,0,0,0,0,108,243,8,692,336,99,344,118,856,20,9,126,90,1154,257,1054,160,1064,4032,0,0,803,2
"ENSMUSG00000036678",817,1327,1382,155,0,11,1486,416,0,418,1584,409,0,25,566,187,1428,21,158,540,545,205,15,1466,705,547,0,1852,585,1212,4,1123,600,99,10,1275,611,428,471,93,234,650,363,77,804,50,38,489,0,0,631,57,460,586,786,18,1461,4,3917,536,352
"ENSMUSG00000030826",279,1815,1022,820,1680,273,0,2,121,456,381,292,2055,1166,679,376,266,1763,1746,0,1664,1545,1298,1761,166,675,453,1427,1076,89,246,332,2552,388,2,1606,1,713,2278,458,988,7,1028,0,152,710,381,538,532,51,37,425,0,1131,0,446,0,1102,2266,999,1018
"ENSMUSG00000037646",0,0,0,3219,11,806,351,876,201,601,2177,221,0,504,250,315,0,1127,952,237,0,336,251,373,778,1021,74,3,0,252,265,266,0,12,0,0,499,162,945,354,0,2,341,307,2630,8,319,348,185,66,0,467,117,1251,4,0,0,0,0,3,0
"ENSMUSG00000029578",0,2,3391,729,1019,798,42,84,270,296,748,852,246,1478,1182,0,0,995,0,1055,1103,516,58,515,1158,87,409,2085,1063,310,2,792,995,243,734,3434,1478,723,738,433,1572,505,1231,296,267,1502,252,261,789,29,33,568,814,824,4,303,504,818,8,0,0
"ENSMUSG00000038299",582,1601,399,661,2314,1071,707,167,1872,420,233,1913,89,854,169,682,5,1654,1208,1878,613,1705,256,18,1669,599,350,382,640,224,21,343,410,679,1566,2317,108,934,270,1100,1072,1067,349,72,529,788,816,535,500,1269,2302,0,132,2,2,997,112,1163,4,18,494
"ENSMUSG00000032412",0,131,1513,1580,322,1267,879,479,350,652,511,1593,1345,203,680,1135,313,208,0,64,217,374,1026,0,496,485,880,764,4,502,686,510,1228,2400,1553,907,875,437,526,1113,30,192,373,538,591,172,204,891,483,1315,3849,680,253,96,89,261,62,1731,3122,718,495
"ENSMUSG00000017221",12,546,1902,1938,274,301,248,292,382,706,609,528,2,2579,809,207,0,1158,638,1083,921,176,338,1564,115,438,678,131,931,191,628,1042,1105,1966,4,91,1342,352,699,765,46,613,27,743,718,22,576,216,13,864,870,105,20,370,588,324,1,150,3119,469,1338
"ENSMUSG00000038279",975,1627,37,822,502,64,512,2448,535,594,842,461,2,1855,1,319,1231,709,635,466,370,1132,751,29,1234,432,991,91,592,420,799,458,1199,693,462,2869,4,529,399,1331,809,1265,40,431,33,605,405,6,483,74,1192,625,283,178,0,608,203,178,2838,242,353
"ENSMUSG00000023092",794,302,898,0,1,1030,2,399,188,188,956,59,625,149,8,608,1417,718,425,138,198,337,0,136,97,89,8,373,85,0,267,519,420,75,0,0,1293,174,0,72,4,199,0,1195,1102,353,0,207,773,129,3530,695,26,122,3139,0,382,68,1675,133,0
"ENSMUSG00000027469",1679,798,1006,801,760,653,1478,113,1041,1193,989,901,655,2,453,207,110,1877,1198,973,1214,3138,983,0,1734,634,1036,391,960,0,150,0,136,1163,883,1283,1025,874,1055,227,962,1012,8,753,81,205,1004,0,2763,4,211,200,485,0,0,494,3509,1010,1293,643,1128
"ENSMUSG00000029464",2,1107,843,445,1360,349,2300,133,777,947,960,680,964,257,709,804,0,757,432,0,672,353,403,1208,276,0,714,991,445,361,622,202,949,2862,1219,669,970,216,890,24,1033,1141,1309,794,701,185,1140,928,680,295,0,1933,1715,1465,731,1937,1350,247,1797,1204,854
"ENSMUSG00000025968",1942,0,270,1550,1668,622,171,2573,950,220,3517,499,574,133,165,651,738,1342,312,11,1539,809,431,4,503,2014,747,932,1370,77,9,0,817,518,616,1384,1156,846,654,817,1107,909,0,71,72,20,1247,199,905,939,4,358,2,991,974,986,346,2526,965,733,598
"ENSMUSG00000022672",0,1962,838,93,0,6,0,1041,602,67,14,854,0,0,277,1339,9,0,689,0,158,23,2762,343,310,72,0,1849,39,392,5,977,0,4,865,1423,1032,1221,1732,0,0,2,995,17,0,0,0,0,617,0,68,0,1493,417,60,48,0,1101,0,277,591
"ENSMUSG00000034875",2079,2186,496,2416,813,0,1362,1247,849,2566,248,20,223,522,725,48,0,2061,0,652,437,164,244,1271,472,1140,2070,0,535,1319,83,190,837,0,1094,368,430,335,0,438,1065,752,179,372,291,690,478,0,1259,912,3,0,365,161,60,381,50,664,1316,292,385
"ENSMUSG00000038160",2071,2,811,1050,9,747,15,2668,767,239,1181,0,795,423,63,7,0,1798,1133,1135,540,257,56,1697,181,491,265,1268,67,6,98,140,969,2678,880,546,536,8,573,402,0,1018,612,487,490,117,259,465,1488,706,3,1285,145,672,705,583,1581,764,1223,601,0
"ENSMUSG00000040669",120,1462,2235,1222,1384,78,5,1191,88,791,74,2699,201,958,524,1008,0,1317,1970,341,1439,978,1190,493,1884,2120,570,1396,355,293,0,2320,1199,835,831,465,795,393,1528,1327,148,522,644,38,413,2139,859,1145,548,1035,0,0,1430,2057,515,3,641,185,2447,364,1414
"ENSMUSG00000027099",1285,7,1339,1822,1670,676,2751,1096,1408,1178,438,228,479,991,208,645,0,502,715,2199,317,1,0,246,312,410,974,2267,277,703,243,430,783,1345,1114,468,2522,1458,715,585,1118,36,723,244,711,0,0,1103,659,493,601,1748,2642,695,0,439,2188,915,787,0,1211
"ENSMUSG00000028587",1044,531,61,2538,1404,116,291,15,939,756,705,0,2169,0,112,750,1222,1868,6,645,108,1485,682,18,848,1487,156,0,0,13,641,102,1281,1670,898,423,501,943,508,463,512,730,982,401,0,794,407,944,5,818,0,16,376,599,98,0,326,1969,3245,0,1718
"ENSMUSG00000000399",1419,1660,2599,6,2059,543,1197,1347,1220,649,4,68,121,455,753,1861,1238,2391,496,743,1959,999,689,36,1308,566,1381,616,882,590,182,1522,0,897,948,570,2059,117,867,880,0,944,562,578,1436,0,433,948,1256,0,1379,1509,323,176,1615,921,436,1055,532,1548,482
"ENSMUSG00000016918",687,2064,1890,1237,308,6,1056,1406,342,71,360,715,0,1251,376,316,0,364,155,947,604,247,213,842,740,809,189,875,0,356,954,8,2039,0,20,270,596,659,909,35,24,286,1790,159,143,0,944,1653,668,324,0,1785,1802,15,608,203,158,2653,448,1476,245
"ENSMUSG00000027699",93,389,504,165,757,1344,792,245,2682,2229,1620,578,604,166,334,1061,49,658,1104,356,666,144,1058,192,2937,129,804,18,1089,60,0,41,779,437,619,291,475,727,357,65,78,77,110,187,527,0,702,8,3216,1373,197,682,907,863,7,0,1981,202,645,2208,0
"ENSMUSG00000032096",353,2710,851,598,528,1912,1037,423,377,1269,2033,471,8,555,12,11,1,845,883,404,424,113,103,634,451,892,154,114,31,102,78,545,686,4,1021,548,663,439,458,0,317,1164,0,757,570,0,1079,390,1108,227,1550,289,158,0,0,368,2563,1050,1413,913,95
"ENSMUSG00000014355",1302,1167,1486,1772,1809,1109,1235,350,1616,867,920,2248,129,1312,298,1192,0,513,2,108,500,469,2329,310,540,2245,1169,540,0,31,751,226,361,1557,106,2333,41,603,184,119,0,1625,811,199,990,247,641,874,223,407,1132,88,518,2623,94,360,1478,1093,2143,936,447
"ENSMUSG00000027649",608,6,765,2498,1303,380,10,487,0,284,453,1433,1787,808,2,0,0,871,2301,0,717,1426,535,0,662,509,460,0,425,12,29,895,434,0,600,41,754,430,438,353,717,971,667,281,479,2,84,624,100,17,2472,294,2,1456,1934,627,0,2301,942,312,1413
"ENSMUSG00000063931",1507,0,4,1950,406,289,88,1762,361,1032,216,592,185,232,409,104,16,1469,450,209,558,0,477,642,0,2567,0,610,58,715,355,731,1770,0,1,444,479,71,424,755,947,0,15,619,255,0,304,0,0,0,880,0,0,0,0,1059,0,430,1736,0,944
"ENSMUSG00000032254",2991,1114,1104,353,7,563,1111,2068,756,1763,2553,149,702,1,515,387,1,1289,0,544,864,560,80,145,907,803,475,684,147,0,13,31,54,1,1058,122,418,646,71,390,630,2,290,406,9,0,719,33,1743,0,962,118,586,1827,0,788,755,2001,286,2205,0
"ENSMUSG00000029036",1899,78,1929,1876,419,387,3363,1471,0,992,1017,844,314,1255,331,730,1165,1743,685,829,487,1135,1415,531,790,610,757,944,540,0,482,1306,2851,1331,111,2320,1139,1230,229,139,501,1971,375,568,467,1079,486,19,8,797,1206,312,1991,1909,31,1186,547,943,1967,0,9
"ENSMUSG00000033031",682,15,5,1740,246,983,1508,1350,543,901,3066,707,687,0,394,268,0,952,0,949,760,611,64,257,1788,130,650,2240,0,4,117,69,944,42,1572,0,768,922,785,538,2910,381,0,603,44,2,140,2,709,1439,0,1132,805,1132,10,43,2889,227,72,1444,365
"ENSMUSG00000037275",2,21,1593,46,1406,474,1377,1788,460,23,752,507,137,872,628,1870,0,924,1227,75,634,852,146,1532,394,951,231,0,460,1516,75,206,2058,1515,927,1954,358,1260,190,847,1033,304,22,48,48,0,123,185,128,567,0,0,429,15,3,22,727,1200,60,0,2584
"ENSMUSG00000025724",3861,1869,482,1576,1245,404,1982,1776,720,1719,595,1071,745,557,412,50,0,2371,1608,825,398,900,85,996,487,1193,1297,638,369,986,1339,956,461,682,0,1398,1208,173,151,1114,1308,526,665,390,377,1,517,712,799,1260,40,1009,1678,1452,402,436,1306,926,0,474,525
"ENSMUSG00000031835",4,101,4131,625,1231,438,719,139,0,961,15,756,0,807,91,2414,23,70,16,446,180,675,757,642,317,5,610,259,268,9,589,2,467,0,2,102,177,23,0,1685,0,712,1641,98,845,838,0,954,361,0,1006,2084,558,735,476,1206,113,0,931,211,3
"ENSMUSG00000056999",4,745,1283,2176,1082,11,62,1053,409,552,115,207,1232,3,835,1537,0,312,81,345,1863,131,811,1311,136,664,298,337,862,629,674,2083,1288,1439,485,2076,445,634,132,93,795,0,56,102,52,2,540,1020,2328,117,3402,0,1060,935,551,694,45,2254,394,730,1020
"ENSMUSG00000035247",987,763,2490,696,474,330,927,0,1493,659,956,341,0,856,419,504,0,2211,162,738,617,0,617,2034,847,875,1240,0,0,597,112,37,2654,4,639,13,23,1268,811,716,3,284,55,1929,860,109,6,1728,507,1462,1447,753,619,2762,423,343,0,0,670,1468,0
"ENSMUSG00000032582",0,2452,1174,953,844,167,0,531,2219,990,175,145,63,912,257,608,1593,2507,1517,0,190,61,574,166,173,399,14,523,199,320,218,190,774,110,1228,298,1886,351,477,119,396,1508,2139,136,47,151,61,1141,217,1260,1032,780,437,98,0,315,1710,139,2371,474,19
"ENSMUSG00000024014",535,101,698,140,414,628,0,883,0,1437,324,260,555,597,455,318,539,469,15,344,2467,69,4,10,1382,1493,852,3137,98,700,0,1178,1132,0,929,882,21,202,0,653,70,190,9,345,414,343,685,670,493,1011,1945,162,736,1472,916,65,0,1912,1562,1143,414
"ENSMUSG00000034560",2,756,4,0,1118,788,1231,1463,378,5,1023,1305,0,281,1045,0,2620,1267,134,657,865,1114,1181,1629,261,243,304,172,615,27,646,204,1699,976,691,953,221,348,542,302,650,804,407,678,184,257,759,1631,2588,1978,3946,0,232,1065,780,65,1213,222,1554,1018,1072
"ENSMUSG00000004317",3033,80,148,628,0,792,358,476,0,0,3411,0,0,0,154,58,198,49,0,871,68,0,239,96,398,0,0,0,0,0,184,583,0,148,443,0,0,41,0,55,0,374,330,576,0,261,0,69,658,88,499,975,459,0,1509,504,1387,0,0,152,0
"ENSMUSG00000022052",1127,321,1204,2309,573,551,3289,757,1611,683,2564,929,0,1053,233,992,42,990,45,839,770,834,1200,271,1583,16,703,865,495,965,388,1015,144,2,847,1648,88,397,438,759,1426,837,676,437,618,0,31,386,1338,178,976,107,48,1186,380,1793,940,441,1871,1542,1
"ENSMUSG00000026039",1259,27,156,6,16,568,2248,21,557,1740,1317,111,741,0,72,479,218,1399,834,622,201,720,331,825,1342,1497,931,0,115,9,3,1,0,522,999,130,255,6,392,43,371,0,718,786,271,0,1239,2,483,210,3,56,81,502,639,0,2285,724,3465,457,0
"ENSMUSG00000026150",4788,1677,810,328,0,778,1240,27,742,1394,414,295,0,536,277,390,0,1990,1035,1085,351,2,248,1396,849,0,573,938,10,0,371,523,1160,52,0,590,80,445,0,979,851,51,0,178,261,0,358,928,869,1463,474,1101,462,2275,150,1366,656,1739,666,552,0
"ENSMUSG00000028464",1404,129,233,862,345,636,708,5,415,358,1602,210,0,332,0,0,0,215,0,1273,26,0,482,326,416,0,197,119,193,0,599,145,207,0,874,265,7,1042,0,607,0,149,105,399,1086,0,1,855,380,215,5526,1868,710,435,0,425,856,0,0,1795,176
